,Start,End,Twoday,Meeting,Press Conference,Record of Policy Actions,Minutes,Beige Book,Tealbook A,Tealbook B,Greenbook,Bluebook,Redbook,Longer-Run Goals,Memoranda,Statement,Supplement,Transcript,Individual Projections
264,1963-05-28 00:00:00,1963-05-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630528.pdf,Documents/Minutes/1963/fomchistmin19630528.pdf,,,,,,,,,,,,
265,1963-06-18 00:00:00,1963-06-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630618.pdf,Documents/Minutes/1963/fomchistmin19630618.pdf,,,,,,,,,,,,
266,1963-07-09 00:00:00,1963-07-09 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630709.pdf,Documents/Minutes/1963/fomchistmin19630709.pdf,,,,,,,,,,,,
267,1963-07-30 00:00:00,1963-07-30 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630730.pdf,Documents/Minutes/1963/fomchistmin19630730.pdf,,,,,,,,,,,,
268,1963-08-20 00:00:00,1963-08-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630820.pdf,Documents/Minutes/1963/fomchistmin19630820.pdf,,,,,,,,,,,,
269,1963-09-10 00:00:00,1963-09-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630910.pdf,Documents/Minutes/1963/fomchistmin19630910.pdf,,,,,,,,,,,,
270,1963-10-01 00:00:00,1963-10-01 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19631001.pdf,Documents/Minutes/1963/fomchistmin19631001.pdf,,,,,,,,,,,,
271,1963-10-22 00:00:00,1963-10-22 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19631022.pdf,Documents/Minutes/1963/fomchistmin19631022.pdf,,,,,,,,,,,,
272,1963-11-12 00:00:00,1963-11-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19631112.pdf,Documents/Minutes/1963/fomchistmin19631112.pdf,,,,,,,,,,,,
273,1963-11-26 00:00:00,1963-11-26 00:00:00,0,Conference Call,0,Documents/Record of Policy Actions/1963/fomcropa19631126.pdf,Documents/Minutes/1963/fomchistmin19631126.pdf,,,,,,,,,,,,
274,1963-12-03 00:00:00,1963-12-03 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19631203.pdf,Documents/Minutes/1963/fomchistmin19631203.pdf,,,,,,,,,,,,
275,1963-12-17 00:00:00,1963-12-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19631217.pdf,Documents/Minutes/1963/fomchistmin19631217.pdf,,,,,,,,,,,,
276,1964-01-07 00:00:00,1964-01-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640107.pdf,Documents/Minutes/1964/fomchistmin19640107.pdf,,,,,,,,,,,,
277,1964-01-28 00:00:00,1964-01-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640128.pdf,Documents/Minutes/1964/fomchistmin19640128.pdf,,,,,,,,,,,,
278,1964-02-11 00:00:00,1964-02-11 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640211.pdf,Documents/Minutes/1964/fomchistmin19640211.pdf,,,,,,,,,,,,
279,1964-03-03 00:00:00,1964-03-03 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640303.pdf,Documents/Minutes/1964/fomchistmin19640303.pdf,,,,,,,,,,,,
280,1964-03-24 00:00:00,1964-03-24 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640324.pdf,Documents/Minutes/1964/fomchistmin19640324.pdf,,,,,,,,,,,,
281,1964-04-14 00:00:00,1964-04-14 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640414.pdf,Documents/Minutes/1964/fomchistmin19640414.pdf,,,,,,,,,,,,
282,1964-05-05 00:00:00,1964-05-05 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640505.pdf,Documents/Minutes/1964/fomchistmin19640505.pdf,,,,,,,,,,,,
283,1964-05-26 00:00:00,1964-05-26 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640526.pdf,Documents/Minutes/1964/fomchistmin19640526.pdf,,,,,,,,,,,,
284,1964-06-17 00:00:00,1964-06-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640617.pdf,Documents/Minutes/1964/fomchistmin19640617.pdf,,,,Documents/Greenbook/1964/FOMC19640617greenbook19640610.pdf,,,,,,Documents/Supplement/1964/FOMC19640617gbsup19640612.pdf,,
285,1964-07-07 00:00:00,1964-07-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640707.pdf,Documents/Minutes/1964/fomchistmin19640707.pdf,,,,Documents/Greenbook/1964/FOMC19640707greenbook19640701.pdf,,,,,,Documents/Supplement/1964/FOMC19640707gbsup19640702.pdf,,
286,1964-07-28 00:00:00,1964-07-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640728.pdf,Documents/Minutes/1964/fomchistmin19640728.pdf,,,,Documents/Greenbook/1964/FOMC19640728greenbook19640722.pdf,,,,,,Documents/Supplement/1964/FOMC19640728gbsup19640724.pdf,,
287,1964-08-18 00:00:00,1964-08-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640818.pdf,Documents/Minutes/1964/fomchistmin19640818.pdf,,,,Documents/Greenbook/1964/FOMC19640818greenbook19640812.pdf,,,,,,Documents/Supplement/1964/FOMC19640818gbsup19640814.pdf,,
288,1964-09-08 00:00:00,1964-09-08 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640908.pdf,Documents/Minutes/1964/fomchistmin19640908.pdf,,,,Documents/Greenbook/1964/FOMC19640908greenbook19640902.pdf,,,,,,Documents/Supplement/1964/FOMC19640908gbsup19640904.pdf,,
289,1964-09-29 00:00:00,1964-09-29 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19640929.pdf,Documents/Minutes/1964/fomchistmin19640929.pdf,,,,Documents/Greenbook/1964/FOMC19640929greenbook19640923.pdf,,,,,,Documents/Supplement/1964/FOMC19640929gbsup19640925.pdf,,
290,1964-10-20 00:00:00,1964-10-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19641020.pdf,Documents/Minutes/1964/fomchistmin19641020.pdf,,,,Documents/Greenbook/1964/FOMC19641020greenbook19641014.pdf,,,,,,Documents/Supplement/1964/FOMC19641020gbsup19641016.pdf,,
291,1964-11-10 00:00:00,1964-11-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19641110.pdf,Documents/Minutes/1964/fomchistmin19641110.pdf,,,,Documents/Greenbook/1964/FOMC19641110greenbook19641104.pdf,,,,,,Documents/Supplement/1964/FOMC19641110gbsup19641106.pdf,,
292,1964-11-24 00:00:00,1964-11-24 00:00:00,0,Conference Call,0,Documents/Record of Policy Actions/1964/fomcropa19641124.pdf,Documents/Minutes/1964/fomchistmin19641124.pdf,,,,,,,,,,,,
293,1964-12-01 00:00:00,1964-12-01 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19641201.pdf,Documents/Minutes/1964/fomchistmin19641201.pdf,,,,Documents/Greenbook/1964/FOMC19641201greenbook19641125.pdf,,,,,,Documents/Supplement/1964/FOMC19641201gbsup19641130.pdf,,
294,1964-12-15 00:00:00,1964-12-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1964/fomcropa19641215.pdf,Documents/Minutes/1964/fomchistmin19641215.pdf,,,,Documents/Greenbook/1964/FOMC19641215greenbook19641209.pdf,,,,,,Documents/Supplement/1964/FOMC19641215gbsup19641211.pdf,,
295,1965-01-12 00:00:00,1965-01-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19650112.pdf,Documents/Minutes/1965/fomchistmin19650112.pdf,,,,Documents/Greenbook/1965/FOMC19650112greenbook19650106.pdf,,,,,,Documents/Supplement/1965/FOMC19650112gbsup19650108.pdf,,
296,1965-02-02 00:00:00,1965-02-02 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19650202.pdf,Documents/Minutes/1965/fomchistmin19650202.pdf,,,,Documents/Greenbook/1965/FOMC19650202greenbook19650127.pdf,,,,,,Documents/Supplement/1965/FOMC19650202gbsup19650129.pdf,,
297,1965-03-02 00:00:00,1965-03-02 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19650302.pdf,Documents/Minutes/1965/fomchistmin19650302.pdf,,,,Documents/Greenbook/1965/FOMC19650302greenbook19650224.pdf,,,,,,Documents/Supplement/1965/FOMC19650226gbsup19650302.pdf,,
298,1965-03-23 00:00:00,1965-03-23 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19650323.pdf,Documents/Minutes/1965/fomchistmin19650323.pdf,,,,Documents/Greenbook/1965/FOMC19650323greenbook19650317.pdf,,,,,,Documents/Supplement/1965/FOMC19650323gbsup19650319.pdf,,
299,1965-04-13 00:00:00,1965-04-13 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19650413.pdf,Documents/Minutes/1965/fomchistmin19650413.pdf,,,,Documents/Greenbook/1965/FOMC19650413greenbook19650407.pdf,,,,,,Documents/Supplement/1965/FOMC19650413gbsup19650409.pdf,,
300,1965-05-11 00:00:00,1965-05-11 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19650511.pdf,Documents/Minutes/1965/fomchistmin19650511.pdf,,,,Documents/Greenbook/1965/FOMC19650511greenbook19650505.pdf,,,,,,Documents/Supplement/1965/FOMC19650511gbsup19650507.pdf,,
301,1965-05-25 00:00:00,1965-05-25 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19650525.pdf,Documents/Minutes/1965/fomchistmin19650525.pdf,,,,Documents/Greenbook/1965/FOMC19650525greenbook19650519.pdf,,,,,,Documents/Supplement/1965/FOMC19650525gbsup19650521.pdf,,
302,1965-06-15 00:00:00,1965-06-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19650615.pdf,Documents/Minutes/1965/fomchistmin19650615.pdf,,,,Documents/Greenbook/1965/FOMC19650615greenbook19650609.pdf,,,,,,Documents/Supplement/1965/FOMC19650615gbsup19650611.pdf,,
303,1965-07-13 00:00:00,1965-07-13 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19650713.pdf,Documents/Minutes/1965/fomchistmin19650713.pdf,,,,Documents/Greenbook/1965/FOMC19650713greenbook19650707.pdf,,,,,,Documents/Supplement/1965/FOMC19650713gbsup19650709.pdf,,
304,1965-08-10 00:00:00,1965-08-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19650810.pdf,Documents/Minutes/1965/fomchistmin19650810.pdf,,,,Documents/Greenbook/1965/FOMC19650810greenbook19650804.pdf,,,,,,Documents/Supplement/1965/FOMC19650810gbsup19650806.pdf,,
305,1965-08-31 00:00:00,1965-08-31 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19650831.pdf,Documents/Minutes/1965/fomchistmin19650831.pdf,,,,Documents/Greenbook/1965/FOMC19650831greenbook19650825.pdf,,,,,,Documents/Supplement/1965/FOMC19650831gbsup19650827.pdf,,
306,1965-09-08 00:00:00,1965-09-08 00:00:00,0,Conference Call,0,Documents/Record of Policy Actions/1965/fomcropa19650908.pdf,Documents/Minutes/1965/fomchistmin19650908.pdf,,,,,,,,,,,,
307,1965-09-28 00:00:00,1965-09-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19650928.pdf,Documents/Minutes/1965/fomchistmin19650928.pdf,,,,Documents/Greenbook/1965/FOMC19650928greenbook19650922.pdf,,,,,,Documents/Supplement/1965/FOMC19650928gbsup19650923.pdf,,
308,1965-10-12 00:00:00,1965-10-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19651012.pdf,Documents/Minutes/1965/fomchistmin19651012.pdf,,,,,,,,,,Documents/Supplement/1965/FOMC19651012gbsup19651008.pdf,,
309,1965-11-02 00:00:00,1965-11-02 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19651102.pdf,Documents/Minutes/1965/fomchistmin19651102.pdf,,,,Documents/Greenbook/1965/FOMC19651102greenbook19651027.pdf,Documents/Bluebook/1965/FOMC19651102bluebook19651029.pdf,,,,,Documents/Supplement/1965/FOMC19651102gbsup19651029.pdf,,
310,1965-11-04 00:00:00,1965-11-04 00:00:00,0,Conference Call,0,,Documents/Minutes/1965/fomchistmin19651104.pdf,,,,,,,,,,,,
311,1965-11-23 00:00:00,1965-11-23 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19651123.pdf,Documents/Minutes/1965/fomchistmin19651123.pdf,,,,Documents/Greenbook/1965/FOMC19651123greenbook19651117.pdf,Documents/Bluebook/1965/FOMC19651123bluebook19651119.pdf,,,,,Documents/Supplement/1965/FOMC19651123gbsup19651119.pdf,,
312,1965-12-14 00:00:00,1965-12-14 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1965/fomcropa19651214.pdf,Documents/Minutes/1965/fomchistmin19651214.pdf,,,,Documents/Greenbook/1965/FOMC19651214greenbook19651208.pdf,Documents/Bluebook/1965/FOMC19651214bluebook19651210.pdf,,,,,Documents/Supplement/1965/FOMC19651214gbsup19651210.pdf,,
313,1966-01-11 00:00:00,1966-01-11 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19660111.pdf,Documents/Minutes/1966/fomchistmin19660111.pdf,,,,Documents/Greenbook/1966/FOMC19660111greenbook19660105.pdf,Documents/Bluebook/1966/FOMC19660111bluebook19660107.pdf,,,,,Documents/Supplement/1966/FOMC19660111gbsup19660107.pdf,,
314,1966-02-08 00:00:00,1966-02-08 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19660208.pdf,Documents/Minutes/1966/fomchistmin19660208.pdf,,,,Documents/Greenbook/1966/FOMC19660208greenbook19660126.pdf,Documents/Bluebook/1966/FOMC19660208bluebook19660202.pdf,,,,,Documents/Supplement/1966/FOMC19660208gbsup19660128.pdf,,
315,1966-03-01 00:00:00,1966-03-01 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19660301.pdf,Documents/Minutes/1966/fomchistmin19660301.pdf,,,,Documents/Greenbook/1966/FOMC19660301greenbook19660224.pdf,Documents/Bluebook/1966/FOMC19660301bluebook19660225.pdf,,,,,Documents/Supplement/1966/FOMC19660301gbsup19660228.pdf,,
316,1966-03-22 00:00:00,1966-03-22 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19660322.pdf,Documents/Minutes/1966/fomchistmin19660322.pdf,,,,Documents/Greenbook/1966/FOMC19660322greenbook19660316.pdf,Documents/Bluebook/1966/FOMC19660322bluebook19660318.pdf,,,,,Documents/Supplement/1966/FOMC19660322gbsup19660318.pdf,,
317,1966-04-12 00:00:00,1966-04-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19660412.pdf,Documents/Minutes/1966/fomchistmin19660412.pdf,,,,Documents/Greenbook/1966/FOMC19660412greenbook19660406.pdf,Documents/Bluebook/1966/FOMC19660412bluebook19660408.pdf,,,,,Documents/Supplement/1966/FOMC19660412gbsup19660408.pdf,,
318,1966-05-10 00:00:00,1966-05-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19660510.pdf,Documents/Minutes/1966/fomchistmin19660510.pdf,,,,Documents/Greenbook/1966/FOMC19660510greenbook19660504.pdf,Documents/Bluebook/1966/FOMC19660510bluebook19660506.pdf,,,,,Documents/Supplement/1966/FOMC19660510gbsup19660506.pdf,,
319,1966-06-07 00:00:00,1966-06-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19660607.pdf,Documents/Minutes/1966/fomchistmin19660607.pdf,,,,Documents/Greenbook/1966/FOMC19660607greenbook19660602.pdf,Documents/Bluebook/1966/FOMC19660607bluebook19660603.pdf,,,,,Documents/Supplement/1966/FOMC19660607gbsup19660603.pdf,,
320,1966-06-28 00:00:00,1966-06-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19660628.pdf,Documents/Minutes/1966/fomchistmin19660628.pdf,,,,Documents/Greenbook/1966/FOMC19660628greenbook19660622.pdf,Documents/Bluebook/1966/FOMC19660628bluebook19660624.pdf,,,,,Documents/Supplement/1966/FOMC19660628gbsup19660624.pdf,,
321,1966-07-11 00:00:00,1966-07-11 00:00:00,0,Conference Call,0,,Documents/Minutes/1966/fomchistmin19660711.pdf,,,,,,,,,,,,
322,1966-07-26 00:00:00,1966-07-26 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19660726.pdf,Documents/Minutes/1966/fomchistmin19660726.pdf,,,,Documents/Greenbook/1966/FOMC19660726greenbook19660720.pdf,Documents/Bluebook/1966/FOMC19660726bluebook19660722.pdf,,,,,Documents/Supplement/1966/FOMC19660726gbsup19660722.pdf,,
323,1966-08-23 00:00:00,1966-08-23 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19660823.pdf,Documents/Minutes/1966/fomchistmin19660823.pdf,,,,Documents/Greenbook/1966/FOMC19660823greenbook19660817.pdf,Documents/Bluebook/1966/FOMC19660823bluebook19660819.pdf,,,,,Documents/Supplement/1966/FOMC19660823gbsup19660819.pdf,,
324,1966-09-13 00:00:00,1966-09-13 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19660913.pdf,Documents/Minutes/1966/fomchistmin19660913.pdf,,,,Documents/Greenbook/1966/FOMC19660913greenbook19660908.pdf,Documents/Bluebook/1966/FOMC19660913bluebook19660909.pdf,,,,,Documents/Supplement/1966/FOMC19660913gbsup19660909.pdf,,
325,1966-10-04 00:00:00,1966-10-04 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19661004.pdf,Documents/Minutes/1966/fomchistmin19661004.pdf,,,,Documents/Greenbook/1966/FOMC19661004greenbook19660928.pdf,Documents/Bluebook/1966/FOMC19661004bluebook19660930.pdf,,,,,Documents/Supplement/1966/FOMC19661004gbsup19660930.pdf,,
326,1966-11-01 00:00:00,1966-11-01 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19661101.pdf,Documents/Minutes/1966/fomchistmin19661101.pdf,,,,Documents/Greenbook/1966/FOMC19661101greenbook19661026.pdf,Documents/Bluebook/1966/FOMC19661101bluebook19661028.pdf,,,,,Documents/Supplement/1966/FOMC19661101gbsup19661028.pdf,,
327,1966-11-22 00:00:00,1966-11-22 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19661122.pdf,Documents/Minutes/1966/fomchistmin19661122.pdf,,,,Documents/Greenbook/1966/FOMC19661122greenbook19661116.pdf,Documents/Bluebook/1966/FOMC19661122bluebook19661118.pdf,,,,,Documents/Supplement/1966/FOMC19661122gbsup19661118.pdf,,
328,1966-12-13 00:00:00,1966-12-13 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1966/fomcropa19661213.pdf,Documents/Minutes/1966/fomchistmin19661213.pdf,,,,Documents/Greenbook/1966/FOMC19661213greenbook19661207.pdf,Documents/Bluebook/1966/FOMC19661213bluebook19661209.pdf,,,,,Documents/Supplement/1966/FOMC19661213gbsup19661209.pdf,,
329,1967-01-10 00:00:00,1967-01-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19670110.pdf,Documents/Minutes/1967/fomchistmin19670110.pdf,,,,Documents/Greenbook/1967/FOMC19670110greenbook19670105.pdf,Documents/Bluebook/1967/FOMC19670110bluebook19670109.pdf,,,,,Documents/Supplement/1967/FOMC19670110gbsup19670107.pdf,,
330,1967-02-07 00:00:00,1967-02-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19670207.pdf,Documents/Minutes/1967/fomchistmin19670207.pdf,,,,Documents/Greenbook/1967/FOMC19670207greenbook19670201.pdf,Documents/Bluebook/1967/FOMC19670207bluebook19670203.pdf,,,,,Documents/Supplement/1967/FOMC19670207gbsup19670203.pdf,,
331,1967-03-07 00:00:00,1967-03-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19670307.pdf,Documents/Minutes/1967/fomchistmin19670307.pdf,,,,Documents/Greenbook/1967/FOMC19670307greenbook19670301.pdf,Documents/Bluebook/1967/FOMC19670307bluebook19670303.pdf,,,,,Documents/Supplement/1967/FOMC19670307gbsup19670303.pdf,,
332,1967-04-04 00:00:00,1967-04-04 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19670404.pdf,Documents/Minutes/1967/fomchistmin19670404.pdf,,,,Documents/Greenbook/1967/FOMC19670404greenbook19670329.pdf,Documents/Bluebook/1967/FOMC19670404bluebook19670331.pdf,,,,,Documents/Supplement/1967/FOMC19670404gbsup19670331.pdf,,
333,1967-05-02 00:00:00,1967-05-02 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19670502.pdf,Documents/Minutes/1967/fomchistmin19670502.pdf,,,,Documents/Greenbook/1967/FOMC19670502greenbook19670426.pdf,Documents/Bluebook/1967/FOMC19670502bluebook19670428.pdf,,,,,Documents/Supplement/1967/FOMC19670502gbsup19670428.pdf,,
334,1967-05-23 00:00:00,1967-05-23 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19670523.pdf,Documents/Minutes/1967/fomchistmin19670523.pdf,,,,Documents/Greenbook/1967/FOMC19670523greenbook19670517.pdf,Documents/Bluebook/1967/FOMC19670523bluebook19670519.pdf,,,,,Documents/Supplement/1967/FOMC19670523gbsup19670519.pdf,,
335,1967-06-20 00:00:00,1967-06-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19670620.pdf,Documents/Minutes/1967/fomcmoa19670620.pdf,,,,Documents/Greenbook/1967/FOMC19670620greenbook19670614.pdf,Documents/Bluebook/1967/FOMC19670620bluebook19670616.pdf,,,Documents/Memoranda/1967/fomcmod19670620.pdf,,Documents/Supplement/1967/FOMC19670620gbsup19670616.pdf,,
336,1967-07-18 00:00:00,1967-07-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19670718.pdf,Documents/Minutes/1967/fomcmoa19670718.pdf,,,,Documents/Greenbook/1967/FOMC19670718greenbook19670712.pdf,Documents/Bluebook/1967/FOMC19670718bluebook19670714.pdf,,,Documents/Memoranda/1967/fomcmod19670718.pdf,,Documents/Supplement/1967/FOMC19670718gbsup19670714.pdf,,
337,1967-08-15 00:00:00,1967-08-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19670815.pdf,Documents/Minutes/1967/fomcmoa19670815.pdf,,,,Documents/Greenbook/1967/FOMC19670815greenbook19670809.pdf,Documents/Bluebook/1967/FOMC19670815bluebook19670811.pdf,,,Documents/Memoranda/1967/fomcmod19670815.pdf,,Documents/Supplement/1967/FOMC19670815gbsup19670811.pdf,,
338,1967-09-12 00:00:00,1967-09-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19670912.pdf,Documents/Minutes/1967/fomcmoa19670912.pdf,,,,Documents/Greenbook/1967/FOMC19670912greenbook19670907.pdf,Documents/Bluebook/1967/FOMC19670912bluebook19670908.pdf,,,Documents/Memoranda/1967/fomcmod19670912.pdf,,Documents/Supplement/1967/FOMC19670912gbsup19670908.pdf,,
339,1967-10-03 00:00:00,1967-10-03 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19671003.pdf,Documents/Minutes/1967/fomcmoa19671003.pdf,,,,Documents/Greenbook/1967/FOMC19671003greenbook19670927.pdf,Documents/Bluebook/1967/FOMC19671003bluebook19670929.pdf,,,Documents/Memoranda/1967/fomcmod19671003.pdf,,Documents/Supplement/1967/FOMC19671003gbsup19670927.pdf,,
340,1967-10-24 00:00:00,1967-10-24 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19671024.pdf,Documents/Minutes/1967/fomcmoa19671024.pdf,,,,Documents/Greenbook/1967/FOMC19671024greenbook19671018.pdf,Documents/Bluebook/1967/FOMC19671024bluebook19671020.pdf,,,Documents/Memoranda/1967/fomcmod19671024.pdf,,Documents/Supplement/1967/FOMC19671024gbsup19671020.pdf,,
341,1967-11-14 00:00:00,1967-11-14 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19671114.pdf,Documents/Minutes/1967/fomcmoa19671114.pdf,,,,Documents/Greenbook/1967/FOMC19671114greenbook19671108.pdf,Documents/Bluebook/1967/FOMC19671114bluebook19671110.pdf,,,Documents/Memoranda/1967/fomcmod19671114.pdf,,Documents/Supplement/1967/FOMC19671114gbsup19671110.pdf,,
342,1967-11-27 00:00:00,1967-11-27 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19671127.pdf,Documents/Minutes/1967/fomcmoa19671127.pdf,,,,Documents/Greenbook/1967/FOMC19671127greenbook19671125.pdf,,,,Documents/Memoranda/1967/fomcmod19671127.pdf,,,,
343,1967-12-12 00:00:00,1967-12-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1967/fomcropa19671212.pdf,Documents/Minutes/1967/fomcmoa19671212.pdf,,,,Documents/Greenbook/1967/FOMC19671212greenbook19671206.pdf,Documents/Bluebook/1967/FOMC19671212bluebook19671208.pdf,,,Documents/Memoranda/1967/fomcmod19671212.pdf,,Documents/Supplement/1967/FOMC19671212gbsup19671208.pdf,,
344,1968-01-09 00:00:00,1968-01-09 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19680109.pdf,Documents/Minutes/1968/fomcmoa19680109.pdf,,,,Documents/Greenbook/1968/FOMC19680109greenbook19680104.pdf,Documents/Bluebook/1968/FOMC19680109bluebook19680105.pdf,,,Documents/Memoranda/1968/fomcmod19680109.pdf,,Documents/Supplement/1968/FOMC19680109gbsup19680108.pdf,,
345,1968-02-06 00:00:00,1968-02-06 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19680206.pdf,Documents/Minutes/1968/fomcmoa19680206.pdf,,,,Documents/Greenbook/1968/FOMC19680206greenbook19680131.pdf,Documents/Bluebook/1968/FOMC19680206bluebook19680202.pdf,,,Documents/Memoranda/1968/fomcmod19680206.pdf,,Documents/Supplement/1968/FOMC19680206gbsup19680202.pdf,,
346,1968-03-05 00:00:00,1968-03-05 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19680305.pdf,Documents/Minutes/1968/fomcmoa19680305.pdf,,,,Documents/Greenbook/1968/FOMC19680305greenbook19680228.pdf,Documents/Bluebook/1968/FOMC19680305bluebook19680301.pdf,,,Documents/Memoranda/1968/fomcmod19680305.pdf,,Documents/Supplement/1968/FOMC19680305gbsup19680301.pdf,,
347,1968-03-14 00:00:00,1968-03-14 00:00:00,0,Conference Call,0,Documents/Record of Policy Actions/1968/fomcropa19680314.pdf,Documents/Minutes/1968/fomcmoa19680314.pdf,,,,,,,,Documents/Memoranda/1968/fomcmod19680314.pdf,,,,
