,Start,End,Twoday,Meeting,Press Conference,Record of Policy Actions,Minutes,Beige Book,Tealbook A,Tealbook B,Greenbook,Bluebook,Redbook,Longer-Run Goals,Memoranda,Statement,Supplement,Transcript,Individual Projections
465,1976-09-21 00:00:00,1976-09-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1976/fomcropa19760921.pdf,Documents/Minutes/1976/fomcmoa19760921.pdf,,,,Documents/Greenbook/1976/FOMC19760921gbpt119760915.pdf;Documents/Greenbook/1976/FOMC19760921gbpt219760915.pdf,Documents/Bluebook/1976/FOMC19760921bluebook19760917.pdf,Documents/Redbook/1976/fomc19760921redbook19760915.pdf,,,,Documents/Supplement/1976/FOMC19760921gbsup19760917.pdf,Documents/Transcript/1976/FOMC19760921meeting.pdf,
466,1976-10-19 00:00:00,1976-10-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1976/fomcropa19761019.pdf,Documents/Minutes/1976/fomcmoa19761019.pdf,,,,Documents/Greenbook/1976/FOMC19761019gbpt119761013.pdf;Documents/Greenbook/1976/FOMC19761019gbpt219761013.pdf,Documents/Bluebook/1976/FOMC19761019bluebook19761015.pdf,Documents/Redbook/1976/fomc19761019redbook19761013.pdf,,,,Documents/Supplement/1976/FOMC19761019gbsup19761015.pdf,Documents/Transcript/1976/FOMC19761019meeting.pdf,
467,1976-11-08 00:00:00,1976-11-08 00:00:00,0,Conference Call,0,,Documents/Minutes/1976/fomcmoa19761108.pdf,,,,,,,,,,,Documents/Transcript/1976/FOMC19761108confcall.pdf,
468,1976-11-16 00:00:00,1976-11-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1976/fomcropa19761116.pdf,Documents/Minutes/1976/fomcmoa19761116.pdf,,,,Documents/Greenbook/1976/FOMC19761116gbpt119761110.pdf;Documents/Greenbook/1976/FOMC19761116gbpt219761110.pdf,Documents/Bluebook/1976/FOMC19761116bluebook19761112.pdf,Documents/Redbook/1976/fomc19761116redbook19761110.pdf,,,,Documents/Supplement/1976/FOMC19761116gbsup19761112.pdf,Documents/Transcript/1976/FOMC19761116meeting.pdf,
469,1976-12-20 00:00:00,1976-12-21 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1976/fomcropa19761221.pdf,Documents/Minutes/1976/fomcmoa19761221.pdf,,,,Documents/Greenbook/1976/FOMC19761221gbpt119761215.pdf;Documents/Greenbook/1976/FOMC19761221gbpt219761215.pdf,Documents/Bluebook/1976/FOMC19761221bluebook19761217.pdf,Documents/Redbook/1976/fomc19761221redbook19761215.pdf,,,,Documents/Supplement/1976/FOMC19761221gbsup19761217.pdf,Documents/Transcript/1976/FOMC19761221meeting.pdf,
470,1977-01-17 00:00:00,1977-01-18 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1977/fomcropa19770118.pdf,Documents/Minutes/1977/fomcmoa19770118.pdf,,,,Documents/Greenbook/1977/FOMC19770118gbpt119770112.pdf;Documents/Greenbook/1977/FOMC19770118gbpt219770112.pdf,Documents/Bluebook/1977/FOMC19770118bluebook19770114.pdf,Documents/Redbook/1977/fomc19770117redbook19770113.pdf,,,,Documents/Supplement/1977/FOMC19770118gbsup19770114.pdf,Documents/Transcript/1977/FOMC19770118meeting.pdf,
471,1977-02-15 00:00:00,1977-02-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1977/fomcropa19770215.pdf,Documents/Minutes/1977/fomcmoa19770215.pdf,,,,Documents/Greenbook/1977/FOMC19770215gbpt119770209.pdf;Documents/Greenbook/1977/FOMC19770215gbpt219770209.pdf,Documents/Bluebook/1977/FOMC19770215bluebook19770211.pdf,Documents/Redbook/1977/fomc19770215redbook19770209.pdf,,,,Documents/Supplement/1977/FOMC19770215gbsup19770211.pdf,Documents/Transcript/1977/FOMC19770215meeting.pdf,
472,1977-03-15 00:00:00,1977-03-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1977/fomcropa19770315.pdf,Documents/Minutes/1977/fomcmoa19770315.pdf,,,,Documents/Greenbook/1977/FOMC19770315gbpt119770309.pdf;Documents/Greenbook/1977/FOMC19770315gbpt219770309.pdf,Documents/Bluebook/1977/FOMC19770315bluebook19770311.pdf,Documents/Redbook/1977/fomc19770315redbook19770309.pdf,,,,Documents/Supplement/1977/FOMC19770315gbsup19770311.pdf,Documents/Transcript/1977/FOMC19770315meeting.pdf,
473,1977-04-19 00:00:00,1977-04-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1977/fomcropa19770419.pdf,Documents/Minutes/1977/fomcmoa19770419.pdf,,,,Documents/Greenbook/1977/FOMC19770419gbpt119770413.pdf;Documents/Greenbook/1977/FOMC19770419gbpt219770413.pdf,Documents/Bluebook/1977/FOMC19770419bluebook19770415.pdf,Documents/Redbook/1977/fomc19770419redbook19770412.pdf,,,,Documents/Supplement/1977/FOMC19770419gbsup19770415.pdf,Documents/Transcript/1977/FOMC19770419meeting.pdf,
474,1977-05-17 00:00:00,1977-05-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1977/fomcropa19770517.pdf,Documents/Minutes/1977/fomcmoa19770517.pdf,,,,Documents/Greenbook/1977/FOMC19770517gbpt119770511.pdf;Documents/Greenbook/1977/FOMC19770517gbpt219770511.pdf,Documents/Bluebook/1977/FOMC19770517bluebook19770513.pdf,Documents/Redbook/1977/fomc19770517redbook19770510.pdf,,,,Documents/Supplement/1977/FOMC19770517gbsup19770513.pdf,Documents/Transcript/1977/FOMC19770517meeting.pdf,
475,1977-05-27 00:00:00,1977-05-27 00:00:00,0,Conference Call,0,,,,,,,,,,,,,Documents/Transcript/1977/FOMC19770527confcall.pdf,
476,1977-06-21 00:00:00,1977-06-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1977/fomcropa19770621.pdf,Documents/Minutes/1977/fomcmoa19770621.pdf,,,,Documents/Greenbook/1977/FOMC19770621gbpt119770615.pdf;Documents/Greenbook/1977/FOMC19770621gbpt219770615.pdf,Documents/Bluebook/1977/FOMC19770621bluebook19770617.pdf,Documents/Redbook/1977/fomc19770621redbook19770615.pdf,,,,Documents/Supplement/1977/FOMC19770621gbsup19770617.pdf,Documents/Transcript/1977/FOMC19770621meeting.pdf,
477,1977-07-19 00:00:00,1977-07-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1977/fomcropa19770719.pdf,Documents/Minutes/1977/fomcmoa19770719.pdf,,,,Documents/Greenbook/1977/FOMC19770719gbpt119770713.pdf;Documents/Greenbook/1977/FOMC19770719gbpt219770713.pdf,Documents/Bluebook/1977/FOMC19770719bluebook19770715.pdf,Documents/Redbook/1977/fomc19770719redbook19770713.pdf,,,,Documents/Supplement/1977/FOMC19770719gbsup19770715.pdf,Documents/Transcript/1977/FOMC19770719meeting.pdf,
478,1977-08-16 00:00:00,1977-08-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1977/fomcropa19770816.pdf,Documents/Minutes/1977/fomcmoa19770816.pdf,,,,Documents/Greenbook/1977/FOMC19770816gbpt119770810.pdf;Documents/Greenbook/1977/FOMC19770816gbpt219770810.pdf,Documents/Bluebook/1977/FOMC19770816bluebook19770812.pdf,Documents/Redbook/1977/fomc19770816redbook19770810.pdf,,,,Documents/Supplement/1977/FOMC19770816gbsup19770812.pdf,Documents/Transcript/1977/FOMC19770816meeting.pdf,
479,1977-09-20 00:00:00,1977-09-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1977/fomcropa19770920.pdf,Documents/Minutes/1977/fomcmoa19770920.pdf,,,,Documents/Greenbook/1977/FOMC19770920gbpt119770914.pdf;Documents/Greenbook/1977/FOMC19770920gbpt219770914.pdf,Documents/Bluebook/1977/FOMC19770920bluebook19770916.pdf,Documents/Redbook/1977/fomc19770920redbook19770914.pdf,,,,Documents/Supplement/1977/FOMC19770920gbsup19770916.pdf,Documents/Transcript/1977/FOMC19770920meeting.pdf,
480,1977-10-17 00:00:00,1977-10-18 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1977/fomcropa19771018.pdf,Documents/Minutes/1977/fomcmoa19771018.pdf,,,,Documents/Greenbook/1977/FOMC19771018gbpt119771012.pdf;Documents/Greenbook/1977/FOMC19771018gbpt219771012.pdf,Documents/Bluebook/1977/FOMC19771018bluebook19771014.pdf,Documents/Redbook/1977/fomc19771018redbook19771011.pdf,,,,Documents/Supplement/1977/FOMC19771018gbsup19771014.pdf,Documents/Transcript/1977/FOMC19771018meeting.pdf,
481,1977-11-15 00:00:00,1977-11-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1977/fomcropa19771115.pdf,Documents/Minutes/1977/fomcmoa19771115.pdf,,,,Documents/Greenbook/1977/FOMC19771115gbpt119771109.pdf;Documents/Greenbook/1977/FOMC19771115gbpt219771109.pdf,Documents/Bluebook/1977/FOMC19771115bluebook19771111.pdf,Documents/Redbook/1977/fomc19771115redbook19771109.pdf,,,,Documents/Supplement/1977/FOMC19771115gbsup19771111.pdf,Documents/Transcript/1977/FOMC19771115meeting.pdf,
482,1977-12-19 00:00:00,1977-12-20 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1977/fomcropa19771220.pdf,Documents/Minutes/1977/fomcmoa19771220.pdf,,,,Documents/Greenbook/1977/FOMC19771220gbpt119771214.pdf;Documents/Greenbook/1977/FOMC19771220gbpt219771214.pdf,Documents/Bluebook/1977/FOMC19771220bluebook19771216.pdf,Documents/Redbook/1977/fomc19771220redbook19771214.pdf,,,,Documents/Supplement/1977/FOMC19771220gbsup19771216.pdf,Documents/Transcript/1977/FOMC19771220meeting.pdf,
483,1978-01-05 00:00:00,1978-01-05 00:00:00,0,Conference Call,0,,,,,,,,,,,,,Documents/Transcript/1978/FOMC19780105confcall.pdf,
484,1978-01-17 00:00:00,1978-01-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1978/fomcropa19780117.pdf,Documents/Minutes/1978/fomcmoa19780117.pdf,,,,Documents/Greenbook/1978/fomc19780117gbpt119780111.pdf;Documents/Greenbook/1978/fomc19780117gbpt219780111.pdf,Documents/Bluebook/1978/fomc19780117bluebook19780113.pdf,Documents/Redbook/1978/fomc19780117redbook19780111.pdf,,,,Documents/Supplement/1978/fomc19780117gbsup19780113.pdf,Documents/Transcript/1978/FOMC19780117meeting.pdf,
485,1978-02-28 00:00:00,1978-02-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1978/fomcropa19780228.pdf,Documents/Minutes/1978/fomcmoa19780228.pdf,,,,Documents/Greenbook/1978/fomc19780228gbpt119780222.pdf;Documents/Greenbook/1978/fomc19780228gbpt219780222.pdf,Documents/Bluebook/1978/fomc19780228bluebook19780224.pdf,Documents/Redbook/1978/fomc19780228redbook19780221.pdf,,,,Documents/Supplement/1978/fomc19780228gbsup19780224.pdf,Documents/Transcript/1978/FOMC19780228meeting.pdf,
486,1978-03-10 00:00:00,1978-03-10 00:00:00,0,Conference Call,0,,Documents/Minutes/1978/fomcmoa19780310.pdf,,,,,,,,,,,Documents/Transcript/1978/FOMC19780310confcall.pdf,
487,1978-03-21 00:00:00,1978-03-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1978/fomcropa19780321.pdf,Documents/Minutes/1978/fomcmoa19780321.pdf,,,,Documents/Greenbook/1978/fomc19780321gbpt119780315.pdf;Documents/Greenbook/1978/fomc19780321gbpt219780315.pdf,Documents/Bluebook/1978/fomc19780321bluebook19780317.pdf,Documents/Redbook/1978/fomc19780321redbook19780315.pdf,,,,Documents/Supplement/1978/fomc19780321gbsup19780317.pdf,Documents/Transcript/1978/FOMC19780321meeting.pdf,
488,1978-04-18 00:00:00,1978-04-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1978/fomcropa19780418.pdf,Documents/Minutes/1978/fomcmoa19780418.pdf,,,,Documents/Greenbook/1978/fomc19780418gbpt119780412.pdf;Documents/Greenbook/1978/fomc19780418gbpt219780412.pdf,Documents/Bluebook/1978/fomc19780418bluebook19780414.pdf,Documents/Redbook/1978/fomc19780418redbook19780412.pdf,,,,Documents/Supplement/1978/fomc19780418gbsup19780414.pdf,Documents/Transcript/1978/FOMC19780418meeting.pdf,
489,1978-05-05 00:00:00,1978-05-05 00:00:00,0,Conference Call,0,,Documents/Minutes/1978/fomcmoa19780505.pdf,,,,,,,,,,,Documents/Transcript/1978/FOMC19780505confcall.pdf,
490,1978-05-16 00:00:00,1978-05-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1978/fomcropa19780516.pdf,Documents/Minutes/1978/fomcmoa19780516.pdf,,,,Documents/Greenbook/1978/fomc19780516gbpt119780510.pdf;Documents/Greenbook/1978/fomc19780516gbpt219780510.pdf,Documents/Bluebook/1978/fomc19780516bluebook19780512.pdf,Documents/Redbook/1978/fomc19780516redbook19780510.pdf,,,,Documents/Supplement/1978/fomc19780516gbsup19780512.pdf,Documents/Transcript/1978/FOMC19780516meeting.pdf,
491,1978-06-20 00:00:00,1978-06-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1978/fomcropa19780620.pdf,Documents/Minutes/1978/fomcmoa19780620.pdf,,,,Documents/Greenbook/1978/fomc19780620gbpt119780614.pdf;Documents/Greenbook/1978/fomc19780620gbpt219780614.pdf,Documents/Bluebook/1978/fomc19780620bluebook19780616.pdf,Documents/Redbook/1978/fomc19780620redbook19780614.pdf,,,,Documents/Supplement/1978/fomc19780620gbsup19780616.pdf,Documents/Transcript/1978/FOMC19780620meeting.pdf,
492,1978-07-18 00:00:00,1978-07-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1978/fomcropa19780718.pdf,Documents/Minutes/1978/fomcmoa19780718.pdf,,,,Documents/Greenbook/1978/fomc19780718gbpt119780712.pdf;Documents/Greenbook/1978/fomc19780718gbpt219780712.pdf,Documents/Bluebook/1978/fomc19780718bluebook19780714.pdf,Documents/Redbook/1978/fomc19780718redbook19780712.pdf,,,,Documents/Supplement/1978/fomc19780718gbsup19780714.pdf,Documents/Transcript/1978/FOMC19780718meeting.pdf,
493,1978-08-15 00:00:00,1978-08-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1978/fomcropa19780815.pdf,Documents/Minutes/1978/fomcmoa19780815.pdf,,,,Documents/Greenbook/1978/fomc19780815gbpt119780809.pdf;Documents/Greenbook/1978/fomc19780815gbpt219780809.pdf,Documents/Bluebook/1978/fomc19780815bluebook19780811.pdf,Documents/Redbook/1978/fomc19780815redbook19780809.pdf,,,,Documents/Supplement/1978/fomc19780815gbsup19780811.pdf,Documents/Transcript/1978/FOMC19780815meeting.pdf,
494,1978-09-08 00:00:00,1978-09-08 00:00:00,0,Conference Call,0,,Documents/Minutes/1978/fomcmoa19780908.pdf,,,,,,,,,,,,
495,1978-09-19 00:00:00,1978-09-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1978/fomcropa19780919.pdf,Documents/Minutes/1978/fomcmoa19780919.pdf,,,,Documents/Greenbook/1978/fomc19780919gbpt119780913.pdf;Documents/Greenbook/1978/fomc19780919gbpt219780913.pdf,Documents/Bluebook/1978/fomc19780919bluebook19780915.pdf,Documents/Redbook/1978/fomc19780919redbook19780913.pdf,,,,Documents/Supplement/1978/fomc19780919gbsup19780915.pdf,Documents/Transcript/1978/FOMC19780919meeting.pdf,
496,1978-10-17 00:00:00,1978-10-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1978/fomcropa19781017.pdf,Documents/Minutes/1978/fomcmoa19781017.pdf,,,,Documents/Greenbook/1978/fomc19781017gbpt119781011.pdf;Documents/Greenbook/1978/fomc19781017gbpt219781011.pdf,Documents/Bluebook/1978/fomc19781017bluebook19781013.pdf,Documents/Redbook/1978/fomc19781017redbook19781011.pdf,,,,Documents/Supplement/1978/fomc19781017gbsup19781013.pdf,Documents/Transcript/1978/FOMC19781017meeting.pdf,
497,1978-11-21 00:00:00,1978-11-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1978/fomcropa19781121.pdf,Documents/Minutes/1978/fomcmoa19781121.pdf,,,,Documents/Greenbook/1978/fomc19781121gbpt119781115.pdf;Documents/Greenbook/1978/fomc19781121gbpt219781115.pdf,Documents/Bluebook/1978/fomc19781121bluebook19781117.pdf,Documents/Redbook/1978/fomc19781121redbook19781115.pdf,,,,Documents/Supplement/1978/fomc19781121gbsup19781117.pdf,Documents/Transcript/1978/FOMC19781121meeting.pdf,
498,1978-12-19 00:00:00,1978-12-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1978/fomcropa19781219.pdf,Documents/Minutes/1978/fomcmoa19781219.pdf,,,,Documents/Greenbook/1978/fomc19781219gbpt119781213.pdf;Documents/Greenbook/1978/fomc19781219gbpt219781213.pdf,Documents/Bluebook/1978/fomc19781219bluebook19781215.pdf,Documents/Redbook/1978/fomc19781219redbook19781213.pdf,,,,Documents/Supplement/1978/fomc19781219gbsup19781215.pdf,Documents/Transcript/1978/FOMC19781219meeting.pdf,
499,1979-01-12 00:00:00,1979-01-12 00:00:00,0,Conference Call,0,,,,,,,,,,,,,,
500,1979-02-06 00:00:00,1979-02-06 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1979/fomcropa19790206.pdf,Documents/Minutes/1979/fomcmoa19790206.pdf,,,,Documents/Greenbook/1979/fomc19790206gbpt119790131.pdf;Documents/Greenbook/1979/fomc19790206gbpt219790131.pdf,Documents/Bluebook/1979/fomc19790206bluebook19790202.pdf,Documents/Redbook/1979/fomc19790206redbook19790131.pdf,,,,Documents/Supplement/1979/fomc19790206gbsup19790202.pdf,Documents/Transcript/1979/FOMC19790206meeting.pdf,
501,1979-03-02 00:00:00,1979-03-02 00:00:00,0,Conference Call,0,,Documents/Minutes/1979/fomcmoa19790302.pdf,,,,,,,,,,,,
502,1979-03-20 00:00:00,1979-03-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1979/fomcropa19790320.pdf,Documents/Minutes/1979/fomcmoa19790320.pdf,,,,Documents/Greenbook/1979/fomc19790320gbpt119790314.pdf;Documents/Greenbook/1979/fomc19790320gbpt219790314.pdf,Documents/Bluebook/1979/fomc19790320bluebook19790316.pdf,Documents/Redbook/1979/fomc19790320redbook19790314.pdf,,,,Documents/Supplement/1979/fomc19790320gbsup19790316.pdf,Documents/Transcript/1979/FOMC19790320meeting.pdf,
503,1979-04-17 00:00:00,1979-04-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1979/fomcropa19790417.pdf,Documents/Minutes/1979/fomcmoa19790417.pdf,,,,Documents/Greenbook/1979/fomc19790417gbpt119790411.pdf;Documents/Greenbook/1979/fomc19790417gbpt219790411.pdf,Documents/Bluebook/1979/fomc19790417bluebook19790413.pdf,Documents/Redbook/1979/fomc19790417redbook19790411.pdf,,,,Documents/Supplement/1979/fomc19790417gbsup19790413.pdf,Documents/Transcript/1979/FOMC19790417meeting.pdf,
504,1979-04-27 00:00:00,1979-04-27 00:00:00,0,Conference Call,0,,,,,,,,,,,,,Documents/Transcript/1979/FOMC19790427confcall.pdf,
505,1979-05-22 00:00:00,1979-05-22 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1979/fomcropa19790522.pdf,Documents/Minutes/1979/fomcmoa19790522.pdf,,,,Documents/Greenbook/1979/fomc19790522gbpt119790516.pdf;Documents/Greenbook/1979/fomc19790522gbpt219790516.pdf,Documents/Bluebook/1979/fomc19790522bluebook19790518.pdf,Documents/Redbook/1979/fomc19790522redbook19790516.pdf,,,,Documents/Supplement/1979/fomc19790522gbsup19790518.pdf,Documents/Transcript/1979/FOMC19790522meeting.pdf,
506,1979-06-27 00:00:00,1979-06-27 00:00:00,0,Conference Call,0,,,,,,,,,,,,,Documents/Transcript/1979/FOMC19790627confcall.pdf,
507,1979-07-11 00:00:00,1979-07-11 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1979/fomcropa19790711.pdf,Documents/Minutes/1979/fomcmoa19790711.pdf,,,,Documents/Greenbook/1979/fomc19790711gbpt119790703.pdf;Documents/Greenbook/1979/fomc19790711gbpt219790703.pdf,Documents/Bluebook/1979/fomc19790711bluebook19790706.pdf,Documents/Redbook/1979/fomc19790711redbook19790705.pdf,,,,Documents/Supplement/1979/fomc19790711gbsup19790706.pdf,Documents/Transcript/1979/FOMC19790711meeting.pdf,
508,1979-07-17 00:00:00,1979-07-17 00:00:00,0,Conference Call,0,,,,,,,,,,,,,Documents/Transcript/1979/FOMC19790717confcall.pdf,
509,1979-07-19 00:00:00,1979-07-19 00:00:00,0,Conference Call,0,,,,,,,,,,,,,Documents/Transcript/1979/FOMC19790719confcall.pdf,
510,1979-08-14 00:00:00,1979-08-14 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1979/fomcropa19790814.pdf,Documents/Minutes/1979/fomcmoa19790814.pdf,,,,Documents/Greenbook/1979/fomc19790814gbpt119790808.pdf;Documents/Greenbook/1979/fomc19790814gbpt219790808.pdf,Documents/Bluebook/1979/fomc19790814bluebook19790810.pdf,Documents/Redbook/1979/fomc19790814redbook19790807.pdf,,,,Documents/Supplement/1979/fomc19790814gbsup19790810.pdf,Documents/Transcript/1979/FOMC19790814meeting.pdf,
511,1979-09-18 00:00:00,1979-09-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1979/fomcropa19790918.pdf,Documents/Minutes/1979/fomcmoa19790918.pdf,,,,Documents/Greenbook/1979/fomc19790918gbpt119790912.pdf;Documents/Greenbook/1979/fomc19790918gbpt219790912.pdf,Documents/Bluebook/1979/fomc19790918bluebook19790914.pdf,Documents/Redbook/1979/fomc19790918redbook19790912.pdf,,,,Documents/Supplement/1979/fomc19790918gbsup19790914.pdf,Documents/Transcript/1979/FOMC19790918meeting.pdf,
512,1979-10-05 00:00:00,1979-10-05 00:00:00,0,Conference Call,0,,,,,,,,,,,,,Documents/Transcript/1979/FOMC19791005confcall.pdf,
513,1979-10-06 00:00:00,1979-10-06 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1979/fomcropa19791006.pdf,Documents/Minutes/1979/fomcmoa19791006.pdf,,,,Documents/Greenbook/1979/fomc19791006gbspecial19791012.pdf,,Documents/Redbook/1979/fomc19791006redbook19791010.pdf,,,,,Documents/Transcript/1979/FOMC19791006meeting.pdf,
514,1979-10-22 00:00:00,1979-10-22 00:00:00,0,Conference Call,0,,,,,,,,,,,,,Documents/Transcript/1979/FOMC19791022confcall.pdf,
515,1979-11-20 00:00:00,1979-11-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1979/fomcropa19791120.pdf,Documents/Minutes/1979/fomcmoa19791120.pdf,,,,Documents/Greenbook/1979/fomc19791120gbpt119791114.pdf;Documents/Greenbook/1979/fomc19791120gbpt219791114.pdf,Documents/Bluebook/1979/fomc19791120bluebook19791116.pdf,Documents/Redbook/1979/fomc19791120redbook19791114.pdf,,,,Documents/Supplement/1979/fomc19791120gbsup19791116.pdf,Documents/Transcript/1979/FOMC19791120meeting.pdf,
516,1980-01-08 00:00:00,1980-01-09 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1980/fomcropa19800109.pdf,Documents/Minutes/1980/fomcmoa19800109.pdf,,,,Documents/Greenbook/1980/fomc19800109gbpt119800103.pdf;Documents/Greenbook/1980/fomc19800109gbpt219800103.pdf,Documents/Bluebook/1980/fomc19800109bluebook19800104.pdf,Documents/Redbook/1980/fomc19800109redbook19800102.pdf,,,,Documents/Supplement/1980/fomc19800109gbsup19800107.pdf,Documents/Transcript/1980/FOMC19800109meeting.pdf,
517,1980-02-04 00:00:00,1980-02-05 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1980/fomcropa19800205.pdf,Documents/Minutes/1980/fomcmoa19800205.pdf,,,,Documents/Greenbook/1980/fomc19800205gbpt119800130.pdf;Documents/Greenbook/1980/fomc19800205gbpt219800130.pdf,Documents/Bluebook/1980/fomc19800205bluebook19800201.pdf,Documents/Redbook/1980/fomc19800204redbook19800129.pdf,,,,Documents/Supplement/1980/fomc19800205gbsup19800201.pdf,Documents/Transcript/1980/FOMC19800205meeting.pdf,
518,1980-02-22 00:00:00,1980-02-22 00:00:00,0,Conference Call,0,,,,,,,,,,,,,,
519,1980-03-07 00:00:00,1980-03-07 00:00:00,0,Conference Call,0,,Documents/Minutes/1980/fomcmoa19800307.pdf,,,,,,,,,,,Documents/Transcript/1980/FOMC19800307confcall.pdf,
520,1980-03-18 00:00:00,1980-03-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1980/fomcropa19800318.pdf,Documents/Minutes/1980/fomcmoa19800318.pdf,,,,Documents/Greenbook/1980/fomc19800318gbpt119800312.pdf;Documents/Greenbook/1980/fomc19800318gbpt219800312.pdf,Documents/Bluebook/1980/fomc19800318bluebook19800314.pdf,Documents/Redbook/1980/fomc19800318redbook19800311.pdf,,,,Documents/Supplement/1980/fomc19800318gbsup19800314.pdf,Documents/Transcript/1980/FOMC19800318meeting.pdf,
521,1980-04-22 00:00:00,1980-04-22 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1980/fomcropa19800422.pdf,Documents/Minutes/1980/fomcmoa19800422.pdf,,,,Documents/Greenbook/1980/fomc19800422gbpt119800416.pdf;Documents/Greenbook/1980/fomc19800422gbpt219800416.pdf,Documents/Bluebook/1980/fomc19800422bluebook19800418.pdf,Documents/Redbook/1980/fomc19800422redbook19800415.pdf,,,,Documents/Supplement/1980/fomc19800422gbsup19800418.pdf,Documents/Transcript/1980/FOMC19800422meeting.pdf,
522,1980-04-29 00:00:00,1980-04-29 00:00:00,0,Conference Call,0,,,,,,,,,,,,,Documents/Transcript/1980/FOMC19800429confcall.pdf,
523,1980-05-06 00:00:00,1980-05-06 00:00:00,0,Conference Call,0,,Documents/Minutes/1980/fomcmoa19800506.pdf,,,,,,,,,,,Documents/Transcript/1980/FOMC19800506confcall.pdf,
524,1980-05-20 00:00:00,1980-05-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1980/fomcropa19800520.pdf,Documents/Minutes/1980/fomcmoa19800520.pdf,,,,Documents/Greenbook/1980/fomc19800520gbpt119800514.pdf;Documents/Greenbook/1980/fomc19800520gbpt219800514.pdf,Documents/Bluebook/1980/fomc19800520bluebook19800516.pdf,Documents/Redbook/1980/fomc19800520redbook19800514.pdf,,,,Documents/Supplement/1980/fomc19800520gbsup19800515.pdf,Documents/Transcript/1980/FOMC19800520meeting.pdf,
525,1980-06-05 00:00:00,1980-06-05 00:00:00,0,Conference Call,0,,,,,,,,,,,,,Documents/Transcript/1980/FOMC19800605confcall.pdf,
526,1980-07-09 00:00:00,1980-07-09 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1980/fomcropa19800709.pdf,Documents/Minutes/1980/fomcmoa19800709.pdf,,,,Documents/Greenbook/1980/fomc19800709gbpt119800702.pdf;Documents/Greenbook/1980/fomc19800709gbpt219800702.pdf,Documents/Bluebook/1980/fomc19800709bluebook19800703.pdf,Documents/Redbook/1980/fomc19800709redbook19800701.pdf,,,,Documents/Supplement/1980/fomc19800709gbsup19800707.pdf,Documents/Transcript/1980/FOMC19800709meeting.pdf,
527,1980-07-25 00:00:00,1980-07-25 00:00:00,0,Conference Call,0,,,,,,,,,,,,,Documents/Transcript/1980/FOMC19800725confcall.pdf,
528,1980-08-12 00:00:00,1980-08-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1980/fomcropa19800812.pdf,Documents/Minutes/1980/fomcmoa19800812.pdf,,,,Documents/Greenbook/1980/fomc19800812gbpt119800806.pdf;Documents/Greenbook/1980/fomc19800812gbpt219800806.pdf,Documents/Bluebook/1980/fomc19800812bluebook19800808.pdf,Documents/Redbook/1980/fomc19800812redbook19800805.pdf,,,,Documents/Supplement/1980/fomc19800812gbsup19800808.pdf,Documents/Transcript/1980/FOMC19800812meeting.pdf,
